Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
resecondstory_f45b2ca5_1		When [a] and [b] have left, you go back to the classroom. 	game/script.rpy	1421	"[what]"
resecondstory_a20cefa7_50		...	game/script.rpy	1423	"[what]"
resecondstory_0fa00c04_1	pov	Want to go to dinner together? 	game/script.rpy	1432	pov "[what]"
resecondstory_182c12a8_1		You speak to [c].	game/script.rpy	1434	"[what]"
resecondstory_1b429c83	c	Huh? Uh...yeah....let's go. 	game/script.rpy	1436	c "[what]"
resecondstory_a20cefa7_51		...	game/script.rpy	1438	"[what]"
resecondstory_261a5a85		On the way.	game/script.rpy	1444	"[what]"
resecondstory_f093be11	c	You don't have to do this, you'll be isolated with them if you stay with me. 	game/script.rpy	1450	c "[what]"
resecondstory_ae1178a0	pov	What? Why do you say that? I just came back and saw you were still here so I asked you to come along. 	game/script.rpy	1452	pov "[what]"
resecondstory_8f086140	c	I see...	game/script.rpy	1454	c "[what]"
resecondstory_a20cefa7_52		...	game/script.rpy	1456	"[what]"
resecondstory_a20cefa7_53		...	game/script.rpy	1462	"[what]"
resecondstory_354094df		When you get to the canteen, after serving your meal you go straight to your friends.	game/script.rpy	1476	"[what]"
resecondstory_13c39e3c		He is somewhat surprised. 	game/script.rpy	1480	"[what]"
resecondstory_bc5156bf	pov	They are all from our class, I were in same class with them last year too! 	game/script.rpy	1482	pov "[what]"
resecondstory_ba4ce0bc	d	Hi, my name is [d].	game/script.rpy	1486	d "[what]"
resecondstory_4c20e91e	e	I'm [e].	game/script.rpy	1490	e "[what]"
resecondstory_e6389f97	c	Ah, hello! My name is [c].	game/script.rpy	1494	c "[what]"
resecondstory_4c13c659	pov	You don't have to give up on yourself, we'd all like to be your friends 	game/script.rpy	1496	pov "[what]"
resecondstory_2f7148b9	c	...Thanks...	game/script.rpy	1498	c "[what]"
resecondstory_a20cefa7_54		...	game/script.rpy	1500	"[what]"
resecondstory_80fa75f7		After that, you have lunch together every day, and you usually talk to [chars[]2[4]].	game/script.rpy	1504	"[what]"
resecondstory_dce89a58		Although [chars[]2[2]] is still unable to participate in the after-school activities, this does not hinder your relationship.	game/script.rpy	1506	"[what]"
resecondstory_2fbbb09b		The rest of the class is slowly becoming friends with [chars[]2[4]] when they see how close you four are. 	game/script.rpy	1508	"[what]"
resecondstory_d1734f10		Slowly he settles into the class. 	game/script.rpy	1510	"[what]"
resecondstory_41d9c9a1		The next year, you're not in the same class, but you still keep in touch with [chars[]2[4]].	game/script.rpy	1512	"[what]"
resecondstory_5cb18e5d		He is grouped with some of the others in the class and they maintain the same good relationship and integrate into the new class.	game/script.rpy	1514	"[what]"
resecondstory_567c9c1c		Great job! You changed your friend's later life.	game/script.rpy	1516	"[what]"
resecondstory_a20cefa7_55		...	game/script.rpy	1520	"[what]"
thirdstory_f06bc2c8		Chapter three	game/script.rpy	1525	"[what]"
rethirdstory_5c7771d5		You are a computer science student, In this term, you have enrolled in a course with medical students and today, it is the first session of the course.	game/script.rpy	1579	"[what]"
rethirdstory_0ccfa8fa	f	...alright, please follow the groupings on the screen and start your group discussion.	game/script.rpy	1581	f "[what]"
rethirdstory_6648c804	f	Introduce yourself first and choose a disease you interested.	game/script.rpy	1582	f "[what]"
rethirdstory_a20cefa7		...	game/script.rpy	1584	"[what]"
rethirdstory_d8100906		After a while, all your group members are sit around the table, you find out that you don't know any of them.	game/script.rpy	1600	"[what]"
rethirdstory_0211c3cb	a	Hi guys, I'm [a], and I'm major in Health Data Science.	game/script.rpy	1604	a "[what]"
rethirdstory_70a55ca7	b	I major is Health Data Science too, I'm [b], nice to meet you!	game/script.rpy	1608	b "[what]"
rethirdstory_6be2c0ba	c	Me too, you can call me [c].	game/script.rpy	1612	c "[what]"
rethirdstory_855f7d01	pov	My name is [pov], I'm major in Computer Science. I'm not quite familiar with the medication field so maybe I need your help.	game/script.rpy	1614	pov "[what]"
rethirdstory_74ecbe26	a	Haha, sure.	game/script.rpy	1618	a "[what]"
rethirdstory_efa8e691	d	...Hello everyone, my name is [d], uhh I'm major in Biotechnology.	game/script.rpy	1620	d "[what]"
rethirdstory_65a059c3		You find that it's really hard to hear [d]'s voice, maybe [chars[]3[2]] is not good at speaking English.	game/script.rpy	1622	"[what]"
rethirdstory_f13da7ff	a	So, then we need to choose a disease, right?	game/script.rpy	1626	a "[what]"
rethirdstory_b6f9bbaa		yeeeees. \nyeah.\nright.\n...yes.	game/script.rpy	1632	"[what]"
rethirdstory_514e3846	a	any ideas?	game/script.rpy	1634	a "[what]"
rethirdstory_0c3a8daf	d	...chronic pharyng...	game/script.rpy	1636	d "[what]"
rethirdstory_e12951a6	b	how about COVID-19? It should be interesting to learn about it.	game/script.rpy	1640	b "[what]"
rethirdstory_4ee3b4fe	a	Oh that's good, I agree, how do you think?	game/script.rpy	1644	a "[what]"
rethirdstory_aa736f1a	c	Sounds great, and maybe we could get more marks since it's a new disease.	game/script.rpy	1648	c "[what]"
rethirdstory_8bca8465	pov	*Nod	game/script.rpy	1650	pov "[what]"
rethirdstory_d5b18c72		You think [chars[]0[2]]'s got a point.	game/script.rpy	1652	"[what]"
rethirdstory_fad9210a	d	..But I heard teacher say it's better to choose a uhhhh chronic disease, COVID-19 may not be proper...	game/script.rpy	1654	d "[what]"
rethirdstory_11f45396	pov	Oh yes, the teacher did say that, I almost forgot.	game/script.rpy	1656	pov "[what]"
rethirdstory_be8ff3b0	a	Forgot what?	game/script.rpy	1660	a "[what]"
rethirdstory_bc9bd39f		Meanwhile, both [b] and [c] looking at you in confusion.	game/script.rpy	1665	"[what]"
rethirdstory_96fef603	pov	[d] just said we should choose a chronic disease, right?	game/script.rpy	1667	pov "[what]"
rethirdstory_3afd2086		Perhaps you sit next to [d], so you are the only one noticed [chars[]3[3]] voice.	game/script.rpy	1669	"[what]"
rethirdstory_b790b84d	d	..Yes, it's what teacher said...	game/script.rpy	1671	d "[what]"
rethirdstory_889d6aa4	a	Oh, Ok, so any other ideas?	game/script.rpy	1675	a "[what]"
rethirdstory_f1ad24dc	d	...I'm a little bit interested in chronic pharyng...	game/script.rpy	1677	d "[what]"
rethirdstory_83422671	c	How about Rheumatoid Arthritis? My grandpa has this disease, so I want to learn something about it.	game/script.rpy	1681	c "[what]"
rethirdstory_88a31641	a	Cool! He would be so proud of you! How do you think? I'd like to do this.	game/script.rpy	1685	a "[what]"
rethirdstory_e386821d	d	Ah, sure, good idea...	game/script.rpy	1687	d "[what]"
rethirdstory_f88990a9	pov	I think it's pretty good.	game/script.rpy	1689	pov "[what]"
rethirdstory_95cad634	b	Let's do it!	game/script.rpy	1693	b "[what]"
rethirdstory_5143c207		In order to communicate after the class, you friended each other on social media platforms and created a group.	game/script.rpy	1695	"[what]"
rethirdstory_27962e3e		[a], [b] and [c] seem to be very chatty, while you and [d] just say hello politely.	game/script.rpy	1701	"[what]"
rethirdstory_a20cefa7_1		...	game/script.rpy	1703	"[what]"
rethirdstory_eab83c37		After dinner, you decide to do something.	game/script.rpy	1713	"[what]"
rethirdstory_0fc8b474	pov	I can't wait to watch the Love, Death & Robots 2! It's must be better than season 1!	game/script.rpy	1718	pov "[what]"
rethirdstory_a20cefa7_2		...	game/script.rpy	1720	"[what]"
rethirdstory_45c2afca	pov	Let me see if I can find anything on Google..	game/script.rpy	1725	pov "[what]"
rethirdstory_89f645e3	pov	Rheumatoid Arthritis...enter	game/script.rpy	1727	pov "[what]"
rethirdstory_f7d5e347	pov	Oh, there's a lot of useful information, I have to note them down..	game/script.rpy	1732	pov "[what]"
rethirdstory_fde67c60	pov	Alright, they can save us a lot of time...	game/script.rpy	1733	pov "[what]"
rethirdstory_25d7acee	pov	Ok them, it's time to rest?	game/script.rpy	1737	pov "[what]"
rethirdstory_0fc8b474_1	pov	I can't wait to watch the Love, Death & Robots 2! It's must be better than season 1!	game/script.rpy	1740	pov "[what]"
rethirdstory_a20cefa7_3		...	game/script.rpy	1741	"[what]"
rethirdstory_c3190bb3	pov	I wonder if they searched the information as well.	game/script.rpy	1745	pov "[what]"
rethirdstory_2cde5716	pov	"Hey guys, I found some information about the Rheumatoid Arthritis, hope it can help."	game/script.rpy	1746	pov "[what]"
rethirdstory_37af99b8	a	"Oh sweet! You are so hardworking! We are still having party with [b] and [c]! I'll check them later!"	game/script.rpy	1751	a "[what]"
rethirdstory_243240f1	pov	"LOL, Have fun!"	game/script.rpy	1752	pov "[what]"
rethirdstory_4ac55fc3	d	"I found some too, you can check as well."	game/script.rpy	1757	d "[what]"
rethirdstory_4d59e970	d	"https://www.nice.org.uk/... It's about causes of disease"\n "https://www.versusarthritis.org/... basic information"\n "https://www.... treatment"\n "......"	game/script.rpy	1759	d "[what]"
rethirdstory_84850190	pov	"OMG that's too much, you're amazing!"	game/script.rpy	1765	pov "[what]"
rethirdstory_95756b01	d	"Thank you haha,,"	game/script.rpy	1767	d "[what]"
rethirdstory_12f63d77		You spend a lot of time to look them through, and surprisingly, they are all very useful.	game/script.rpy	1768	"[what]"
rethirdstory_a20cefa7_4		...	game/script.rpy	1772	"[what]"
rethirdstory_a20cefa7_5		...	game/script.rpy	1776	"[what]"
rethirdstory_87eac2ea		A week later	game/script.rpy	1779	"[what]"
rethirdstory_938d1fe6		Today is your second session of the class, and you have a group conversation after the lecture as well.	game/script.rpy	1795	"[what]"
rethirdstory_08f7e514	a	Wow, it's been a week, so what we need to do today?	game/script.rpy	1799	a "[what]"
rethirdstory_d97b9acb	b	We should summarise the information we found.	game/script.rpy	1803	b "[what]"
rethirdstory_983d15fd	d	...we also need to plan our uhhh swimlane diagram, I'll send an example to the group ...	game/script.rpy	1805	d "[what]"
rethirdstory_dc7866c0	a	Ok! Summarise..summarise, what we have right now? Oh, let me check our group...	game/script.rpy	1809	a "[what]"
rethirdstory_6b54c889		[a] start to use [chars[]0[3]] phone.	game/script.rpy	1811	"[what]"
rethirdstory_a5b7bfbb	c	You haven't seen them yet? It's already a week.	game/script.rpy	1815	c "[what]"
rethirdstory_e86645e1	a	I was drunk! And I totally forgot them.	game/script.rpy	1819	a "[what]"
rethirdstory_27b54ecd	b	Alright alright, we can do it now.	game/script.rpy	1823	b "[what]"
rethirdstory_8dd9eb7e	pov	Actually I have read them so maybe I can help, and [d] has already written the content after the link.	game/script.rpy	1827	pov "[what]"
rethirdstory_7350628c	d	...yeah, these are easy to summarise, so I'll just write them out...	game/script.rpy	1829	d "[what]"
rethirdstory_be3a3b8e	a	Oh [povname] you are so kind! Let's begin..	game/script.rpy	1833	a "[what]"
rethirdstory_a20cefa7_6		...	game/script.rpy	1835	"[what]"
rethirdstory_a20cefa7_7		...	game/script.rpy	1843	"[what]"
rethirdstory_a20cefa7_8		...	game/script.rpy	1863	"[what]"
rethirdstory_28c480b5	a	Oh this artical gonna be useful, there is a lot of data.	game/script.rpy	1867	a "[what]"
rethirdstory_a34bdc20	b	Yeah, and this one as well. We don't need to find them ourselves, lucky!	game/script.rpy	1871	b "[what]"
rethirdstory_b1cfe8aa	d	...uhhh it's only half an hour left, I think we need to talk about the swim..uhh..diagram...	game/script.rpy	1873	d "[what]"
rethirdstory_957c7565	c	How about this? It describes some symptoms, I think it's pretty complete.	game/script.rpy	1877	c "[what]"
rethirdstory_ae9b8136	a	Indeed, they all can be used in our report.	game/script.rpy	1881	a "[what]"
rethirdstory_64c693c2	pov	Well..I think we can do it latter, and talk about our swimlane diagram?	game/script.rpy	1883	pov "[what]"
rethirdstory_29d21b29	a	Oh! Thank you for the reminder, (*Look at the clock), we need to hurry up! Come on, [b], [c], let's do it first.	game/script.rpy	1887	a "[what]"
rethirdstory_bcbb2e38	b	Uhhh, What is swimlane?	game/script.rpy	1891	b "[what]"
rethirdstory_96f1fc68	d	...It's a kind of , ehhh, flowchart, I have sent one in the group...	game/script.rpy	1893	d "[what]"
rethirdstory_4d28d00d	c	I see! Look, I found an example.	game/script.rpy	1897	c "[what]"
rethirdstory_6c6258d8		You find that [c]'s example is exactly the same as [d]'s	game/script.rpy	1899	"[what]"
rethirdstory_1523fe20	d	...	game/script.rpy	1901	d "[what]"
rethirdstory_e8a9f6b1	pov	It's quite a coincidence haha.	game/script.rpy	1906	pov "[what]"
rethirdstory_501f3a73	a	What coincidence?	game/script.rpy	1910	a "[what]"
rethirdstory_ab39216f	pov	Look, [c] has showed the same picture as [d].	game/script.rpy	1912	pov "[what]"
rethirdstory_a0a70550	c	...Wow, quite a coincidence indeed.	game/script.rpy	1914	c "[what]"
rethirdstory_5f5c486e	a	Alright, now we know what it looks like, so...I think we first have to decide how many phases we need?	game/script.rpy	1921	a "[what]"
rethirdstory_917bc73a	pov	Well, if we go to the hospital, we need to do some examinations first?	game/script.rpy	1923	pov "[what]"
rethirdstory_04f7f512	d	...maybe we need to make an appointment...	game/script.rpy	1925	d "[what]"
rethirdstory_a99f11f9	b	Yup, and then the doctor will diagnose us with the result.	game/script.rpy	1929	b "[what]"
rethirdstory_89264c26	c	Then comes the treatment phase?	game/script.rpy	1933	c "[what]"
rethirdstory_dff5bdf2	a	Exactly, do we need to include appointments?	game/script.rpy	1937	a "[what]"
rethirdstory_6b63bd58	c	Oh yes, It should include all parts.	game/script.rpy	1941	c "[what]"
rethirdstory_1523fe20_1	d	...	game/script.rpy	1943	d "[what]"
rethirdstory_79e59b0b		You notice [d] seems like [chars[]3[2]] wants to say something, but in the end [chars[]3[2]] didn't say anything.	game/script.rpy	1945	"[what]"
rethirdstory_8cc525e3	a	Perfect, then what roles do we need?	game/script.rpy	1949	a "[what]"
rethirdstory_13d662ee	c	Who do we have to make an appointment with?	game/script.rpy	1953	c "[what]"
rethirdstory_4277193e	b	Nurse?	game/script.rpy	1957	b "[what]"
rethirdstory_d5f27415	pov	And we can also do it on website, I remember our teacher said we should think about the data part as well, that's why I am in this group haha.	game/script.rpy	1959	pov "[what]"
rethirdstory_418e028a	b	Yeah, make sense.	game/script.rpy	1963	b "[what]"
rethirdstory_a20cefa7_9		...	game/script.rpy	1973	"[what]"
rethirdstory_118d5d5e		...You continue the discussion, but [d] doesn't participate anymore and is taking some notes on [chars[]3[3]] own	game/script.rpy	1975	"[what]"
rethirdstory_bc2c9724		This evening, you start to work on that swimlane.	game/script.rpy	1979	"[what]"
rethirdstory_648c1136		Looking at the notes you took, you decide to...	game/script.rpy	1981	"[what]"
rethirdstory_de203b24		You think you have had enough discussion for the afternoon and start drawing swimlane diagram from your notes.	game/script.rpy	1985	"[what]"
rethirdstory_760563d0	pov	It's quite easssssy, I've already got all the phases and roles, just link them togeter...	game/script.rpy	1987	pov "[what]"
rethirdstory_a20cefa7_10		...	game/script.rpy	1989	"[what]"
rethirdstory_bf41156a	pov	Wait, what podiatrist gonna do...I forgot to note that down...	game/script.rpy	1991	pov "[what]"
rethirdstory_a20cefa7_11		...	game/script.rpy	1993	"[what]"
rethirdstory_281214ab	pov	OMG there are too many lines here, I have to separate them a bit...	game/script.rpy	1995	pov "[what]"
rethirdstory_a20cefa7_12		...	game/script.rpy	1997	"[what]"
rethirdstory_2b575c34	pov	Can't these boxes be fixed in the grid? I have to put them in everytime I resize the grid!	game/script.rpy	1999	pov "[what]"
rethirdstory_a20cefa7_13		...	game/script.rpy	2001	"[what]"
rethirdstory_a20cefa7_14		...	game/script.rpy	2003	"[what]"
rethirdstory_bb089874	pov	Alright! I'm done today, counting on you, tomorrow's me!	game/script.rpy	2006	pov "[what]"
rethirdstory_a20cefa7_15		...	game/script.rpy	2008	"[what]"
rethirdstory_a20cefa7_16		...	game/script.rpy	2012	"[what]"
rethirdstory_a20cefa7_17		...	game/script.rpy	2014	"[what]"
rethirdstory_4a06e264	d	"..Are you there?"	game/script.rpy	2025	d "[what]"
rethirdstory_bb90758a		Suddenly, [d] sends you a message	game/script.rpy	2027	"[what]"
rethirdstory_4026731e	pov	"Yeah, what's up?"	game/script.rpy	2029	pov "[what]"
rethirdstory_f1a34613		Two days later.	game/script.rpy	2033	"[what]"
rethirdstory_759db74f	pov	Finally...before the deadline...	game/script.rpy	2037	pov "[what]"
rethirdstory_4326b20c	pov	Now just upload it...	game/script.rpy	2039	pov "[what]"
rethirdstory_10de39b9	pov	I've drawn up all the discussion, so I should get high marks, right?	game/script.rpy	2041	pov "[what]"
rethirdstory_7f544642	pov	Forget it, that's it! I can at last get back to watching my Love, Death & Robots 2!	game/script.rpy	2043	pov "[what]"
rethirdstory_363c2062		You are worried about missing something and suggest in the group that you want to do it together.	game/script.rpy	2050	"[what]"
rethirdstory_abd8dcd6	pov	"Hi guys, do you want to finish the swimlane together? I'm afraid I've missed some points"	game/script.rpy	2052	pov "[what]"
rethirdstory_737cd2f2	a	"Sure, but I think we have alreally found them all."	game/script.rpy	2058	a "[what]"
rethirdstory_4e76d815	b	"Come on! Believe in ourselves, just follow the note and we will get good grades."	game/script.rpy	2064	b "[what]"
rethirdstory_3192f4f8	pov	"Lol I hope so."	game/script.rpy	2066	pov "[what]"
rethirdstory_a20cefa7_18		...	game/script.rpy	2074	"[what]"
rethirdstory_a20cefa7_19		...	game/script.rpy	2076	"[what]"
rethirdstory_4a06e264_1	d	"..Are you there?"	game/script.rpy	2082	d "[what]"
rethirdstory_9e34a35a		Suddenly [d] sends you a message	game/script.rpy	2084	"[what]"
rethirdstory_4026731e_1	pov	"Yeah, what's up?"	game/script.rpy	2086	pov "[what]"
rethirdstory_f1a34613_1		Two days later.	game/script.rpy	2090	"[what]"
rethirdstory_759db74f_1	pov	Finally...before the deadline...	game/script.rpy	2094	pov "[what]"
rethirdstory_4326b20c_1	pov	Now just upload it...	game/script.rpy	2096	pov "[what]"
rethirdstory_10de39b9_1	pov	I've drawn up all the discussion, so I should get high marks, right?	game/script.rpy	2098	pov "[what]"
rethirdstory_7f544642_1	pov	Forget it, that's it! I can at last get back to watching my Love, Death & Robots 2!	game/script.rpy	2100	pov "[what]"
rethirdstory_929cabb7	pov	"Hi, are you there?"	game/script.rpy	2110	pov "[what]"
rethirdstory_333341f3		You send a message to [d]	game/script.rpy	2112	"[what]"
rethirdstory_fa0c1f62	d	"I am, is there anything wrong?"	game/script.rpy	2118	d "[what]"
rethirdstory_f8cce688	pov	"Yeah...I'm just not sure about our diagram.."	game/script.rpy	2120	pov "[what]"
rethirdstory_435151e8	pov	"I don't know, but I'm afraid we missed something..."	game/script.rpy	2122	pov "[what]"
rethirdstory_567a26cc	d	"I agree..."	game/script.rpy	2126	d "[what]"
rethirdstory_4c241fdf	d	"..Really? I think it's pretty good. I'll just follow what we discussed."	game/script.rpy	2130	d "[what]"
rethirdstory_fb017e72	pov	"Oh really? I'm relieved then, thank you."	game/script.rpy	2132	pov "[what]"
rethirdstory_14779ab2	d	"...Never mind..."	game/script.rpy	2134	d "[what]"
rethirdstory_a20cefa7_20		...	game/script.rpy	2139	"[what]"
rethirdstory_a20cefa7_21		...	game/script.rpy	2141	"[what]"
rethirdstory_f1a34613_2		Two days later.	game/script.rpy	2144	"[what]"
rethirdstory_759db74f_2	pov	Finally...before the deadline...	game/script.rpy	2146	pov "[what]"
rethirdstory_4326b20c_2	pov	Now just upload it...	game/script.rpy	2148	pov "[what]"
rethirdstory_10de39b9_2	pov	I've drawn up all the discussion, so I should get high marks, right?	game/script.rpy	2150	pov "[what]"
rethirdstory_7f544642_2	pov	Forget it, that's it! I can at last get back to watching my Love, Death & Robots 2!	game/script.rpy	2152	pov "[what]"
final_a20cefa7		...	game/script.rpy	2166	"[what]"
final_8bf5562f		Week three	game/script.rpy	2170	"[what]"
final_dbe475be	f	...Well, that's it for today's lesson, if you have any more questions you can come and see me later.	game/script.rpy	2172	f "[what]"
final_8865aa1d	f	The rest of the discussion time is reserved for you to discuss your presentations and PPTs for next week. 	game/script.rpy	2173	f "[what]"
final_d04836b0	f	By the way, I have finished looking at all the swimlane diagrams you submitted from last week, the grading and rubric will be uploaded to the website by Thursday. 	game/script.rpy	2174	f "[what]"
final_a20cefa7_1		...	game/script.rpy	2176	"[what]"
final_a20cefa7_2		...	game/script.rpy	2192	"[what]"
final_5638bd1c	b	Hey, How are your swimlanes?	game/script.rpy	2196	b "[what]"
final_70b3b0db	a	Easy peasy, I just spent a day on it.	game/script.rpy	2200	a "[what]"
final_2705a7ef	c	Me too, we've had enough discussions, haven't we?	game/script.rpy	2204	c "[what]"
final_2aa8f40d	pov	Well, I'm still not familiar with the medical field and it still took me a few days	game/script.rpy	2206	pov "[what]"
final_6b7bb940	b	Let's see how many points we can score	game/script.rpy	2210	b "[what]"
final_a194166c	c	We gonna win this!	game/script.rpy	2214	c "[what]"
final_a20cefa7_3		...	game/script.rpy	2216	"[what]"
final_a20cefa7_4		...	game/script.rpy	2225	"[what]"
normal_a20cefa7		...	game/script.rpy	2235	"[what]"
normal_a20cefa7_1		...	game/script.rpy	2251	"[what]"
normal_7757319d	b	"Jesus, I just got 50...the teacher said I missed a big part!"	game/script.rpy	2253	b "[what]"
normal_15789642	c	"Me too! Why?? We should have found them all!"	game/script.rpy	2255	c "[what]"
normal_0765311a	a	"I don't understand, I'll talk to him."	game/script.rpy	2257	a "[what]"
normal_6f7302eb		You find your grade is not good as well.	game/script.rpy	2259	"[what]"
normal_f2e632ed		You didn't say anything, so as [d]...	game/script.rpy	2261	"[what]"
normal_a20cefa7_2		...	game/script.rpy	2270	"[what]"
normal_1829a5c5		The next day.	game/script.rpy	2278	"[what]"
normal_af897d2a	a	"I just asked the teacher about our diagram."	game/script.rpy	2281	a "[what]"
normal_72a20561	a	"He said we all missed relapse part, except [d]??"	game/script.rpy	2283	a "[what]"
normal_f8337d9e	a	"Why [chars[]3[2]] didn' tell us??"	game/script.rpy	2285	a "[what]"
normal_3da8e960	pov	"Really? what the..."	game/script.rpy	2287	pov "[what]"
normal_9ae7983a	a	"[chars[]3[2]] is so selfish! We are in the one group, how could [chars[]3[2]] did this??"	game/script.rpy	2289	a "[what]"
normal_3fd95728	pov	"..."	game/script.rpy	2291	pov "[what]"
normal_38eaa7c4	a	"Let's just leave [chars[]3[4]], we can do well on ourselves!"	game/script.rpy	2293	a "[what]"
normal_c1821d76		After this, you never talk to [d] again.	game/script.rpy	2297	"[what]"
normal_064bde6b		[d] has never joined the discussion since then, tt seems like there are only 4 of you in the group.	game/script.rpy	2299	"[what]"
normal_37f8c010		Things have gotten worse.	game/script.rpy	2301	"[what]"
normal_3a8a7411		Oops! You don't seem to be very good at getting on with [d], maybe you need some opportunities to talk to him.	game/script.rpy	2303	"[what]"
normal_97d755ac		Let's try it again!	game/script.rpy	2305	"[what]"
normal_a20cefa7_3		...	game/script.rpy	2307	"[what]"
asking_8f5f84cc	d	"I think they missed a big part..."	game/script.rpy	2315	d "[what]"
asking_504f6aec	d	"Rheumatoid arthritis is not a disease that can be easily cured and I have looked into it before and found that many patients have relapses"	game/script.rpy	2317	d "[what]"
asking_89c6e608	pov	"Oh really?? I totally missed it.."	game/script.rpy	2319	pov "[what]"
asking_38f53197	d	"...Yeah, If our teacher is familiar with this or have looked it up like I did, he will have thought that our swimlane diagram would have had a relapse phase..."	game/script.rpy	2321	d "[what]"
asking_f1f6ac7f	pov	"Oh my god...thank you very much...I certainly wouldn't have realised this if you hadn't warned me."	game/script.rpy	2323	pov "[what]"
asking_c9f77ce1	d	"It's okay, after all, you've helped me before..."	game/script.rpy	2325	d "[what]"
asking_19d910dc	pov	"Have I? I just did what I felt I had to do."	game/script.rpy	2327	pov "[what]"
asking_bebdc5cf	d	"At least I know someone will listen to me."	game/script.rpy	2329	d "[what]"
asking_c0a0c3fc	pov	"Because what you said does make a lot of sense."	game/script.rpy	2331	pov "[what]"
asking_d2e92515	d	"...Thank you..."	game/script.rpy	2333	d "[what]"
asking_89e5f71b	pov	Wait...What would happen if they found out we were the only two who scored higher...I don't think anything good will come of it...	game/script.rpy	2335	pov "[what]"
asking_685ca15f	pov	Should I remind [chars[]3[4]]?	game/script.rpy	2337	pov "[what]"
asking_50fb610e	pov	"Do you want to tell them about this? I am sure they will be very grateful to you"	game/script.rpy	2341	pov "[what]"
asking_9b33966b		After a while	game/script.rpy	2343	"[what]"
asking_be393519	d	"...Well, if you want, but I don't think they'll thank me anyway..."	game/script.rpy	2344	d "[what]"
asking_53e66990	pov	"At least I'll thank you for them."	game/script.rpy	2346	pov "[what]"
asking_a20cefa7		...	game/script.rpy	2351	"[what]"
asking_a20cefa7_1		...	game/script.rpy	2355	"[what]"
asking_e0535134	pov	"Hey guys, I just discussed with [d] and [chars[]3[2]] found something I think is really important."	game/script.rpy	2357	pov "[what]"
asking_770cd3e9	pov	"To be honest, I think I would have failed this assignment if [chars[]3[2]] hadn't warned me"	game/script.rpy	2359	pov "[what]"
asking_321260b1		You send a screenshot of your conversation with [d]	game/script.rpy	2361	"[what]"
asking_3babd88f	c	"Wait what is it, relapse? Really?"	game/script.rpy	2367	c "[what]"
asking_73676418	b	"Holy..that's close..."	game/script.rpy	2374	b "[what]"
asking_f7a1f659	pov	"[d] said [chars[]3[2]] is not good at communication but it's really important for our group, so [chars[]3[2]] asked me to tell you about this."	game/script.rpy	2376	pov "[what]"
asking_09fa524d	pov	"And I think we should discuss about our roles again, what do you think, [d]?"	game/script.rpy	2378	pov "[what]"
asking_e192a02f	d	"...You don't have to do this..."	game/script.rpy	2388	d "[what]"
asking_b127647a		[chars[]3[2]] send you a personal message.	game/script.rpy	2390	"[what]"
asking_a686bf64	pov	"You deserve it, they should know what you did."	game/script.rpy	2392	pov "[what]"
asking_dc6c25dd	d	"..Alright..."	game/script.rpy	2394	d "[what]"
asking_a20cefa7_2		...	game/script.rpy	2396	"[what]"
asking_a20cefa7_3		...	game/script.rpy	2401	"[what]"
asking_a20cefa7_4		...	game/script.rpy	2406	"[what]"
asking_ec326aae	d	"..Actually is not only relapse, some medicines for rheumatoid arthritis can cause some other symptoms."	game/script.rpy	2412	d "[what]"
asking_3e5e9582	d	"Like lung infection, which is a common side effect, so we need to add Pulmonologist."	game/script.rpy	2414	d "[what]"
asking_e4d44c3d	b	"Make sense!"	game/script.rpy	2420	b "[what]"
asking_2f507260	d	"And Orthopedist is also required, ..."	game/script.rpy	2422	d "[what]"
asking_a20cefa7_5		...	game/script.rpy	2426	"[what]"
asking_a20cefa7_6		...	game/script.rpy	2430	"[what]"
asking_c9b5bd0e		After a long discussion	game/script.rpy	2432	"[what]"
asking_80fa87f3	a	"...You are right, we did miss a lot of things."	game/script.rpy	2439	a "[what]"
asking_b490d068	pov	"Haha, although [chars[]3[3]] voice is relatively low and you may not notice it, I sat next to [chars[]3[4]] and I found that the points [chars[]3[2]] made were important."	game/script.rpy	2445	pov "[what]"
asking_39f4b9fe	d	"..Well, I just have time to read more articles about it..."	game/script.rpy	2447	d "[what]"
asking_9eb7eee3	a	"No, you've really helped, thank you very much."	game/script.rpy	2449	a "[what]"
asking_d4f28377	a	" I will take your thoughts more seriously in the future."	game/script.rpy	2451	a "[what]"
asking_4fa45a37	d	"...I'll try my best"	game/script.rpy	2453	d "[what]"
asking_a20cefa7_7		...	game/script.rpy	2461	"[what]"
asking_a20cefa7_8		...	game/script.rpy	2465	"[what]"
asking_a20cefa7_9		...	game/script.rpy	2472	"[what]"
asking_1af9881c	b	"Hey! I've seen my results! I can't believe it! I've never gotten a score above 90!"	game/script.rpy	2488	b "[what]"
asking_cd529597	c	"Me too! It's crazy! It all thanks to [d]."	game/script.rpy	2490	c "[what]"
asking_1769eb5a	d	"*Similing We all did a good job."	game/script.rpy	2492	d "[what]"
asking_0b6628c2	a	"You saved us."	game/script.rpy	2494	a "[what]"
asking_818403b0	pov	"Accept our thanks! We can't do this without you."	game/script.rpy	2496	pov "[what]"
asking_4c71f261	d	"..ok.ok, and thank you all,,,"	game/script.rpy	2498	d "[what]"
asking_a20cefa7_10		...	game/script.rpy	2506	"[what]"
